X Head,Y Head,Z Head,WX Head,WY Head,WZ Head,X Torso,Y Torso,Z Torso,WX Torso,WY Torso,WZ Torso,X RArm,Y RArm,Z RArm,WX RArm,WY RArm,WZ RArm,X LArm,Y LArm,Z LArm,WX LArm,WY LArm,WZ LArm
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.015959,0.050994,1.207422,0.000791,0.011341,0.00699,-0.334744,-0.23834,0.946627,0.37888,-0.854487,0.00398,-0.155757,0.507913,0.937776,0.087152,0.127413,0.259582
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016065,0.050988,1.207422,0.000694,0.011481,0.00699,-0.346206,-0.23851,0.955016,0.378342,-0.851187,0.006903,-0.15701,0.507714,0.945698,0.09621,0.135259,0.256674
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016167,0.050997,1.207422,0.000622,0.01156,0.00699,-0.357419,-0.238866,0.963713,0.378531,-0.848057,0.01043,-0.158025,0.507582,0.954362,0.104678,0.145229,0.255465
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016258,0.051001,1.207422,0.000579,0.011568,0.00699,-0.368324,-0.239412,0.973178,0.378902,-0.847095,0.013307,-0.159009,0.507428,0.963889,0.112939,0.1547,0.253774
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016359,0.051013,1.207422,0.000543,0.011578,0.00699,-0.378848,-0.240178,0.98345,0.379398,-0.844817,0.015879,-0.159869,0.507248,0.97416,0.117638,0.164319,0.251827
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016429,0.050696,1.207422,0.000559,0.01163,0.00699,-0.38893,-0.241129,0.994727,0.379624,-0.842011,0.019457,-0.1607,0.506862,0.985148,0.124818,0.16828,0.251054
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016503,0.05069,1.207422,-0.003742,0.011672,0.00699,-0.398354,-0.242426,1.006991,0.380359,-0.838097,0.023756,-0.161434,0.506271,0.996797,0.131784,0.182579,0.247146
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016565,0.050678,1.207422,-0.003738,0.011742,0.00699,-0.40717,-0.244089,1.020169,0.381087,-0.831648,0.02803,-0.162425,0.505611,1.008953,0.141067,0.19228,0.243354
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016619,0.050661,1.207422,-0.003749,0.011831,0.00699,-0.415487,-0.246197,1.034294,0.381915,-0.824773,0.031628,-0.163527,0.504965,1.022033,0.149761,0.202624,0.239443
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016667,0.050651,1.207422,-0.003708,0.011887,0.00699,-0.423303,-0.248713,1.049226,0.382121,-0.817851,0.034379,-0.164997,0.504575,1.036213,0.161017,0.210329,0.232449
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016709,0.050645,1.207422,-0.003662,0.011952,0.00699,-0.4307,-0.251502,1.065014,0.382533,-0.809184,0.03629,-0.166847,0.504077,1.051544,0.173767,0.219036,0.228832
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016715,0.050641,1.207422,-0.003609,0.011949,0.00699,-0.437466,-0.254595,1.08147,0.382164,-0.801082,0.040677,-0.168993,0.503739,1.068051,0.182431,0.231971,0.225186
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016693,0.05064,1.207422,-0.003479,0.011952,0.00699,-0.443471,-0.258005,1.098539,0.381461,-0.792225,0.046867,-0.171507,0.503408,1.085412,0.196577,0.241395,0.219775
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016684,0.050646,1.207422,-0.003385,0.011957,0.00699,-0.448741,-0.262057,1.116117,0.380416,-0.783493,0.0515,-0.174215,0.503287,1.103854,0.208485,0.253756,0.212857
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016653,0.050647,1.207422,-0.003293,0.011965,0.00699,-0.453887,-0.266976,1.134167,0.380592,-0.775501,0.054661,-0.177266,0.50311,1.12303,0.221849,0.266558,0.206949
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016616,0.050655,1.207422,-0.00321,0.011979,0.00699,-0.458305,-0.272865,1.152747,0.380819,-0.768007,0.060367,-0.180857,0.502861,1.142654,0.235962,0.280014,0.201815
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016582,0.050657,1.207422,-0.003133,0.011998,0.00699,-0.462322,-0.279679,1.172002,0.378819,-0.759389,0.06069,-0.185302,0.50251,1.1629,0.247715,0.293066,0.198347
-0.028278,-0.024872,1.762577,0.024223,-0.0121,0.659724,0.016542,0.050647,1.207422,-0.003078,0.012059,0.00699,-0.465806,-0.287098,1.191815,0.375311,-0.749595,0.062417,-0.190648,0.502031,1.1837,0.25754,0.305107,0.192259
-0.028278,-0.024872,1.762577,0.024223,-0.012213,0.659724,0.016492,0.050654,1.207422,-0.00299,0.01215,0.00699,-0.468646,-0.294755,1.211991,0.367858,-0.740784,0.065138,-0.19692,0.501549,1.204897,0.266009,0.320116,0.184976
-0.028278,-0.024872,1.762577,0.024223,-0.012181,0.659724,0.016441,0.050659,1.207422,-0.002871,0.012228,0.00699,-0.470831,-0.302358,1.23259,0.361574,-0.732424,0.069775,-0.204091,0.501333,1.226283,0.276319,0.338108,0.177827
-0.028278,-0.024872,1.762577,0.024223,-0.012053,0.659724,0.016394,0.05066,1.207422,-0.002767,0.012257,0.00699,-0.472774,-0.309746,1.253504,0.356237,-0.719905,0.073978,-0.211972,0.501536,1.247534,0.287427,0.35382,0.173109
-0.028278,-0.024872,1.762577,0.024223,-0.011976,0.659724,0.016337,0.050653,1.207422,-0.002692,0.012259,0.00699,-0.47437,-0.317027,1.274172,0.353464,-0.709782,0.079045,-0.220352,0.501897,1.268614,0.297285,0.366688,0.167297
-0.028278,-0.024872,1.762577,0.024223,-0.011891,0.659724,0.016251,0.050632,1.207422,-0.002656,0.012215,0.00699,-0.475772,-0.324183,1.295325,0.35271,-0.702394,0.079178,-0.229464,0.50231,1.289532,0.3068,0.377325,0.161646
-0.028278,-0.024872,1.762577,0.024223,-0.011723,0.659733,0.016184,0.050615,1.207422,-0.002613,0.011204,0.00699,-0.477183,-0.331306,1.31649,0.351415,-0.693623,0.079263,-0.239048,0.502939,1.310323,0.319332,0.386328,0.156809
-0.028278,-0.024872,1.762577,0.024223,-0.011782,0.65974,0.0161,0.050589,1.207422,-0.002623,0.011105,0.00699,-0.477845,-0.338405,1.337727,0.348472,-0.682129,0.079894,-0.249145,0.50369,1.330644,0.328461,0.399331,0.150992
-0.028278,-0.024872,1.762577,0.024223,-0.011995,0.659663,0.016019,0.050566,1.207422,-0.002636,0.010976,0.00699,-0.478031,-0.345487,1.358776,0.347047,-0.671675,0.080741,-0.259661,0.504521,1.350732,0.333631,0.411013,0.144836
-0.028278,-0.024872,1.762577,0.024223,-0.012159,0.659538,0.015938,0.050516,1.207422,-0.002576,0.010811,0.00699,-0.478027,-0.352592,1.379285,0.343876,-0.658768,0.082623,-0.270525,0.505723,1.370579,0.336203,0.424095,0.138618
-0.028278,-0.024872,1.762577,0.024223,-0.011982,0.659298,0.015865,0.050479,1.207422,-0.002562,0.010691,0.00699,-0.478091,-0.359777,1.398386,0.337983,-0.64724,0.085432,-0.281571,0.506771,1.390146,0.34261,0.436804,0.134238
-0.028278,-0.024872,1.762577,0.024223,-0.011827,0.659055,0.015782,0.050433,1.207422,-0.002522,0.010539,0.00699,-0.477969,-0.366873,1.416325,0.329327,-0.640153,0.088185,-0.292604,0.507577,1.40897,0.351629,0.448111,0.129131
-0.028278,-0.024872,1.762577,0.024223,-0.011548,0.658941,0.015715,0.050392,1.207422,-0.00254,0.010383,0.00699,-0.477715,-0.373893,1.432976,0.321505,-0.634065,0.090729,-0.303596,0.50812,1.427053,0.359938,0.456569,0.125188
-0.028278,-0.024872,1.762577,0.024223,-0.011057,0.65879,0.015647,0.050345,1.207422,-0.00257,0.01022,0.00699,-0.477438,-0.380831,1.448912,0.313062,-0.628833,0.090964,-0.314681,0.508179,1.444246,0.37055,0.464448,0.122848
-0.028278,-0.024872,1.762577,0.024223,-0.010439,0.658759,0.015575,0.050283,1.207422,-0.002653,0.010038,0.00699,-0.477078,-0.387524,1.464617,0.306462,-0.625518,0.08988,-0.325827,0.507853,1.460569,0.378201,0.471917,0.120437
-0.028278,-0.024872,1.762577,0.024223,-0.00993,0.658848,0.01552,0.050221,1.207422,-0.002701,0.009827,0.00699,-0.476437,-0.393871,1.479824,0.301833,-0.616797,0.090124,-0.337273,0.507438,1.475579,0.387381,0.47638,0.120451
-0.028278,-0.024872,1.762577,0.024223,-0.009423,0.659256,0.015475,0.050156,1.207422,-0.001607,0.009635,0.00699,-0.475655,-0.399717,1.493917,0.296754,-0.607947,0.090254,-0.348912,0.507402,1.489339,0.394813,0.482455,0.11902
-0.028278,-0.024872,1.762577,0.024223,-0.009135,0.659908,0.015445,0.050096,1.207422,-0.00156,0.009456,0.00699,-0.47488,-0.405039,1.506749,0.292256,-0.599413,0.08991,-0.360676,0.507763,1.501759,0.402338,0.487076,0.116417
-0.028278,-0.024872,1.762577,0.024223,-0.008992,0.660453,0.014419,0.050024,1.207422,-0.001467,0.009251,0.00699,-0.474042,-0.410003,1.518237,0.287495,-0.593836,0.090328,-0.372399,0.508744,1.512863,0.408224,0.49099,0.113315
-0.028278,-0.024872,1.762577,0.024223,-0.0091,0.660702,0.01442,0.049959,1.207422,-0.001396,0.009028,0.00699,-0.473377,-0.414855,1.528322,0.283433,-0.588813,0.089716,-0.383776,0.509886,1.522939,0.412894,0.491543,0.110908
-0.028278,-0.024872,1.762577,0.024223,-0.009161,0.660648,0.014418,0.04989,1.207422,-0.001322,0.008728,0.00699,-0.47282,-0.419465,1.537539,0.279158,-0.585575,0.089597,-0.394869,0.511508,1.532077,0.418662,0.494158,0.109831
-0.028278,-0.024872,1.762577,0.024223,-0.009236,0.660579,0.014418,0.049821,1.207422,-0.001253,0.00842,0.00699,-0.472462,-0.42381,1.546439,0.273843,-0.583743,0.088551,-0.405387,0.513413,1.540659,0.425585,0.492236,0.110769
-0.028278,-0.024872,1.762577,0.024223,-0.009168,0.660489,0.014435,0.049756,1.207422,-0.001202,0.00812,0.00699,-0.472424,-0.427949,1.555368,0.266903,-0.581866,0.087442,-0.415153,0.515494,1.548748,0.431608,0.48997,0.110304
-0.028278,-0.024872,1.762577,0.024223,-0.008897,0.660302,0.014438,0.049698,1.207422,-0.00117,0.007801,0.00699,-0.472762,-0.432181,1.564176,0.260525,-0.577199,0.088154,-0.424406,0.517777,1.556499,0.436994,0.488302,0.10853
-0.028278,-0.024872,1.762577,0.024223,-0.008613,0.660157,0.014434,0.04965,1.207422,-0.001186,0.007369,0.00699,-0.473051,-0.436262,1.572314,0.254438,-0.57041,0.088376,-0.432903,0.520189,1.563963,0.440631,0.490003,0.10774
-0.028278,-0.024872,1.762577,0.024223,-0.008332,0.660084,0.014433,0.049603,1.207422,-0.001227,0.00692,0.00699,-0.473647,-0.440071,1.579643,0.248809,-0.566901,0.089582,-0.440551,0.522771,1.571095,0.443026,0.492995,0.108192
-0.028278,-0.024872,1.762577,0.024223,-0.008335,0.660084,0.014422,0.049553,1.207422,-0.001249,0.006364,0.00699,-0.474293,-0.443528,1.585692,0.242458,-0.561393,0.090311,-0.447516,0.525096,1.577587,0.445232,0.496903,0.107668
-0.028278,-0.024872,1.762577,0.024223,-0.008377,0.6601,0.014406,0.049515,1.207422,-0.000875,0.005714,0.00699,-0.474834,-0.446481,1.590528,0.237877,-0.558728,0.090236,-0.454012,0.527139,1.58294,0.446563,0.501392,0.107024
-0.028278,-0.024872,1.762577,0.024223,-0.008316,0.66019,0.014387,0.049493,1.207422,-0.000936,0.004999,0.00699,-0.475342,-0.448845,1.594033,0.236467,-0.555296,0.090785,-0.459858,0.5288,1.586392,0.447138,0.505311,0.10664
-0.028278,-0.024872,1.762577,0.024223,-0.008346,0.660158,0.014345,0.049476,1.207422,-0.000966,0.004374,0.00699,-0.475604,-0.45046,1.595953,0.23773,-0.554347,0.091602,-0.465115,0.530063,1.588129,0.447405,0.508608,0.106545
-0.028278,-0.024872,1.762577,0.024223,-0.008504,0.660158,0.014281,0.049461,1.207422,-0.001042,0.003721,0.00699,-0.475604,-0.451033,1.596593,0.234912,-0.553254,0.09182,-0.469693,0.530633,1.58868,0.448388,0.508681,0.106157
-0.028278,-0.024872,1.762577,0.024223,-0.008581,0.660296,0.014215,0.049455,1.207422,-0.001111,0.0031,0.00699,-0.475494,-0.45077,1.5962,0.229981,-0.556201,0.091484,-0.473629,0.530366,1.588562,0.44793,0.507117,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.008523,0.660397,0.014138,0.049459,1.207422,-0.001241,0.002479,0.00699,-0.47535,-0.449757,1.595139,0.22561,-0.557036,0.090227,-0.47707,0.529718,1.587985,0.446182,0.506775,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.008363,0.660359,0.01403,0.049468,1.207422,-0.001282,0.001215,0.00699,-0.475151,-0.448388,1.593819,0.222177,-0.558287,0.088998,-0.480006,0.528252,1.58704,0.444393,0.506639,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.008104,0.660311,0.013915,0.049446,1.207422,-0.001561,0.000742,0.00699,-0.475132,-0.446769,1.59241,0.21229,-0.559766,0.088799,-0.482583,0.52641,1.585545,0.443012,0.506698,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.00792,0.660279,0.013781,0.049416,1.207422,-0.001655,0.000364,0.00699,-0.475255,-0.445395,1.591041,0.209522,-0.561165,0.087049,-0.484858,0.523973,1.583589,0.441457,0.506868,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.007763,0.660214,0.013587,0.049384,1.207422,-0.001775,3.4e-05,0.00699,-0.475682,-0.443673,1.590012,0.203274,-0.564744,0.08823,-0.486665,0.52101,1.581442,0.441656,0.506008,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.007691,0.660212,0.013366,0.049344,1.207422,-0.00313,-0.000335,0.00699,-0.47634,-0.441769,1.589247,0.195819,-0.565169,0.090119,-0.487992,0.51802,1.579267,0.441812,0.50369,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.007621,0.660223,0.01311,0.049327,1.207422,-0.003508,-0.000776,0.00699,-0.477249,-0.439601,1.588603,0.185681,-0.56471,0.09027,-0.488955,0.514955,1.577346,0.442134,0.49953,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.007597,0.660328,0.012803,0.049306,1.207422,-0.004935,-0.001356,0.00699,-0.478456,-0.437263,1.588103,0.174454,-0.563619,0.090477,-0.48942,0.511811,1.575383,0.442852,0.496741,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.007519,0.660451,0.012445,0.049292,1.207422,-0.005196,-0.001984,0.00699,-0.47934,-0.43509,1.587605,0.16801,-0.563208,0.089546,-0.489639,0.508781,1.572894,0.4423,0.49532,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.007383,0.660478,0.012042,0.049537,1.207422,-0.006224,-0.002745,0.00699,-0.479965,-0.433035,1.586722,0.165935,-0.563303,0.088204,-0.489712,0.50572,1.569434,0.441265,0.494108,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.007369,0.660487,0.011564,0.049515,1.207422,-0.006449,-0.00369,0.00699,-0.480243,-0.43106,1.585117,0.162866,-0.563793,0.0875,-0.48953,0.502569,1.564502,0.44025,0.494665,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.0075,0.660506,0.011068,0.049508,1.207422,-0.006649,-0.004749,0.00699,-0.480059,-0.429191,1.582314,0.156653,-0.563723,0.085927,-0.489405,0.499337,1.557789,0.436448,0.494006,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.007901,0.660461,0.010597,0.049479,1.207422,-0.006896,-0.00557,0.00699,-0.479565,-0.427604,1.577969,0.152074,-0.566021,0.084241,-0.489181,0.495664,1.54948,0.432181,0.491016,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.008326,0.660278,0.009913,0.049457,1.207422,-0.007142,-0.006767,0.00699,-0.478784,-0.426014,1.571955,0.145585,-0.568414,0.082269,-0.488869,0.491604,1.539832,0.426372,0.489181,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.008754,0.660137,0.009565,0.049437,1.207422,-0.00893,-0.008019,0.00699,-0.477731,-0.424642,1.564112,0.14011,-0.573363,0.082975,-0.488404,0.487365,1.5289,0.419989,0.486433,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.009162,0.660045,0.009253,0.049397,1.207422,-0.009267,-0.009398,0.00699,-0.47618,-0.423308,1.554737,0.135539,-0.581373,0.082894,-0.487752,0.483064,1.517058,0.413816,0.485238,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.009728,0.660475,0.008977,0.049364,1.207422,-0.009649,-0.010915,0.00699,-0.474712,-0.422014,1.544213,0.131,-0.588162,0.079055,-0.486863,0.479142,1.504399,0.409065,0.479473,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010318,0.661349,0.008747,0.049331,1.207422,-0.009934,-0.012516,0.00699,-0.472909,-0.420759,1.532744,0.128171,-0.596148,0.075003,-0.485819,0.475274,1.490977,0.404661,0.472783,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010635,0.662335,0.008518,0.049305,1.207422,-0.010082,-0.014194,0.00699,-0.470828,-0.419561,1.520483,0.126374,-0.60382,0.070073,-0.484646,0.471385,1.476633,0.400384,0.466694,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.01089,0.662962,0.008265,0.049281,1.207422,-0.010178,-0.01594,0.00699,-0.46821,-0.418418,1.507397,0.124112,-0.61171,0.067429,-0.483424,0.467608,1.461007,0.394866,0.458349,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010992,0.663249,0.008003,0.049241,1.207422,-0.010377,-0.017659,0.00699,-0.465267,-0.417464,1.493543,0.121334,-0.620172,0.063898,-0.48241,0.463794,1.444381,0.388144,0.4498,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010974,0.663412,0.007728,0.049194,1.207422,-0.010519,-0.019591,0.00699,-0.462088,-0.416664,1.478838,0.120424,-0.628411,0.059922,-0.48207,0.459875,1.426858,0.381244,0.437561,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010764,0.663473,0.007418,0.04914,1.207422,-0.010664,-0.022363,0.00699,-0.458467,-0.416039,1.462973,0.119487,-0.637208,0.05612,-0.482008,0.456108,1.408794,0.375322,0.428084,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010664,0.663573,0.007066,0.049075,1.207422,-0.010561,-0.024357,0.00699,-0.454341,-0.415848,1.445694,0.117187,-0.642998,0.051676,-0.481962,0.452367,1.390501,0.36918,0.4186,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010679,0.663768,0.006947,0.049006,1.207422,-0.010702,-0.025931,0.00699,-0.449515,-0.415584,1.427459,0.116915,-0.653519,0.047094,-0.481843,0.448296,1.372216,0.361584,0.406981,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010604,0.66381,0.00641,0.048966,1.207422,-0.010885,-0.027805,0.00699,-0.444261,-0.415839,1.408569,0.117942,-0.666162,0.042957,-0.481816,0.443928,1.354151,0.353423,0.395105,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010574,0.663831,0.005754,0.048929,1.207422,-0.011185,-0.03693,0.00699,-0.438473,-0.416468,1.389504,0.116185,-0.677832,0.038713,-0.481629,0.439447,1.336136,0.345394,0.384822,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010644,0.663853,0.004985,0.048872,1.207422,-0.011172,-0.039234,0.00699,-0.431989,-0.41697,1.370359,0.116839,-0.68723,0.034578,-0.481613,0.434983,1.318103,0.337581,0.375429,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010671,0.663876,0.004123,0.048817,1.207422,-0.011308,-0.041437,0.00699,-0.425099,-0.417311,1.351431,0.114612,-0.694533,0.032985,-0.481793,0.430651,1.299885,0.327675,0.366093,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010671,0.663846,0.003186,0.04873,1.207422,-0.00916,-0.043701,0.00699,-0.417646,-0.417672,1.332284,0.113129,-0.702915,0.031807,-0.481866,0.426365,1.281685,0.318534,0.356638,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.010773,0.663793,0.002132,0.048633,1.207422,-0.009081,-0.045953,0.00699,-0.409737,-0.417944,1.312999,0.111927,-0.711254,0.029703,-0.481964,0.422331,1.263655,0.310945,0.345076,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.011295,0.663685,0.001055,0.04852,1.207422,-0.008886,-0.04921,0.00699,-0.401376,-0.418312,1.29353,0.113314,-0.723158,0.026604,-0.481996,0.418692,1.245549,0.300662,0.333813,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.011901,0.663465,-0.000115,0.048406,1.207422,-0.008818,-0.051716,0.00699,-0.392785,-0.418616,1.273697,0.113727,-0.73135,0.025271,-0.482062,0.415345,1.227639,0.291009,0.322751,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.01241,0.663243,-0.001358,0.048271,1.207422,-0.008447,-0.054204,0.00699,-0.383859,-0.41878,1.253982,0.113354,-0.743054,0.022957,-0.482305,0.412244,1.209648,0.280268,0.312248,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.012763,0.663092,-0.002802,0.04814,1.207422,-0.008258,-0.056836,0.00699,-0.374821,-0.419319,1.234298,0.114334,-0.753358,0.021182,-0.482825,0.409348,1.191626,0.269657,0.303795,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.013205,0.663089,-0.004257,0.048049,1.207422,-0.007977,-0.059373,0.00699,-0.365714,-0.419706,1.214622,0.114839,-0.760916,0.018929,-0.483671,0.406665,1.173605,0.258336,0.294999,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.013595,0.663236,-0.005975,0.047721,1.207438,-0.007729,-0.061655,0.00699,-0.356492,-0.420423,1.19519,0.116685,-0.771266,0.016699,-0.484622,0.404052,1.155903,0.248424,0.283223,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.013771,0.663432,-0.007438,0.047653,1.207473,-0.007449,-0.064219,0.00699,-0.34713,-0.42187,1.176248,0.118388,-0.781337,0.014581,-0.485407,0.401562,1.138765,0.237618,0.271047,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.013881,0.663594,-0.00709,0.047613,1.207507,-0.007131,-0.066596,0.00699,-0.337883,-0.423674,1.158166,0.120176,-0.78947,0.012086,-0.485819,0.399084,1.122506,0.229802,0.257283,0.106258
-0.028278,-0.024872,1.762577,0.024223,-0.013995,0.663696,-0.008548,0.047632,1.207533,-0.006808,-0.068718,0.00699,,,,,,,,,,,,
-0.028278,-0.024872,1.762577,0.024223,-0.014179,0.663672,-0.010036,0.047675,1.207572,-0.00655,-0.070734,0.00699,,,,,,,,,,,,
-0.028278,-0.024872,1.762577,0.024223,-0.014101,0.663559,-0.011492,0.047723,1.206336,-0.006454,-0.072951,0.00699,,,,,,,,,,,,
-0.028278,-0.024872,1.762577,0.024223,-0.013975,0.663425,-0.012935,0.047771,1.206396,0.003499,-0.075302,0.00699,,,,,,,,,,,,
-0.028278,-0.024872,1.762577,0.024223,-0.01379,0.66334,-0.014272,0.047803,1.206458,0.003528,-0.07763,0.00699,,,,,,,,,,,,
-0.028278,-0.024872,1.762577,0.024223,-0.013677,0.663266,-0.015648,0.047847,1.206554,-0.006988,-0.080082,0.00699,,,,,,,,,,,,
-0.028278,-0.024872,1.762577,0.024223,-0.01371,0.663211,-0.017013,0.047895,1.206653,-0.007267,-0.082376,0.00699,,,,,,,,,,,,
-0.028278,-0.024872,1.762577,0.024223,-0.013772,0.663124,-0.018283,0.047915,1.206727,0.003186,-0.084528,0.00699,,,,,,,,,,,,
